household_id,timestamp,consumption_kwh
H001,2025-09-11 00:00,1.13
H001,2025-09-11 01:00,1.02
H001,2025-09-11 02:00,
H001,2025-09-11 03:00,
H001,2025-09-11 04:00,2.08
H001,2025-09-11 05:00,2.35
H001,2025-09-11 06:00,0.52
H001,2025-09-11 07:00,0.89
H001,2025-09-11 08:00,1.73
H001,2025-09-11 09:00,1.21
H001,2025-09-11 10:00,1.9
H001,2025-09-11 11:00,0.51
H001,2025-09-11 12:00,1.26
H001,2025-09-11 13:00,
H001,2025-09-11 14:00,2.11
H001,2025-09-11 15:00,0.7
H001,2025-09-11 16:00,2.02
H001,2025-09-11 17:00,1.07
H001,2025-09-11 18:00,0.62
H001,2025-09-11 19:00,1.31
H001,2025-09-11 20:00,2.17
H001,2025-09-11 21:00,1.04
H001,2025-09-11 22:00,1.31
H001,2025-09-11 23:00,1.78
H002,2025-09-11 00:00,1.2
H002,2025-09-11 01:00,1.7
H002,2025-09-11 02:00,0.81
H002,2025-09-11 03:00,1.84
H002,2025-09-11 04:00,0.87
H002,2025-09-11 05:00,1.68
H002,2025-09-11 06:00,2.08
H002,2025-09-11 07:00,
H002,2025-09-11 08:00,1.94
H002,2025-09-11 09:00,1.81
H002,2025-09-11 10:00,2.45
H002,2025-09-11 11:00,2.2
H002,2025-09-11 12:00,0.85
H002,2025-09-11 13:00,2.46
H002,2025-09-11 14:00,1.39
H002,2025-09-11 15:00,1.09
H002,2025-09-11 16:00,2.36
H002,2025-09-11 17:00,2.2
H002,2025-09-11 18:00,2.36
H002,2025-09-11 19:00,1.41
H002,2025-09-11 20:00,1.5
H002,2025-09-11 21:00,2.22
H002,2025-09-11 22:00,
H002,2025-09-11 23:00,1.91
H003,2025-09-11 00:00,2.05
H003,2025-09-11 01:00,2.17
H003,2025-09-11 02:00,2.33
H003,2025-09-11 03:00,1.07
H003,2025-09-11 04:00,1.4
H003,2025-09-11 05:00,0.65
H003,2025-09-11 06:00,1.5
H003,2025-09-11 07:00,0.57
H003,2025-09-11 08:00,1.28
H003,2025-09-11 09:00,1.8
H003,2025-09-11 10:00,1.54
H003,2025-09-11 11:00,1.89
H003,2025-09-11 12:00,2.2
H003,2025-09-11 13:00,
H003,2025-09-11 14:00,1.86
H003,2025-09-11 15:00,1.42
H003,2025-09-11 16:00,2.14
H003,2025-09-11 17:00,0.68
H003,2025-09-11 18:00,0.51
H003,2025-09-11 19:00,2.16
H003,2025-09-11 20:00,2.44
H003,2025-09-11 21:00,1.91
H003,2025-09-11 22:00,0.97
H003,2025-09-11 23:00,1.64
H004,2025-09-11 00:00,0.8
H004,2025-09-11 01:00,1.25
H004,2025-09-11 02:00,0.73
H004,2025-09-11 03:00,2.27
H004,2025-09-11 04:00,2.05
H004,2025-09-11 05:00,0.91
H004,2025-09-11 06:00,0.54
H004,2025-09-11 07:00,1.06
H004,2025-09-11 08:00,2.06
H004,2025-09-11 09:00,1.95
H004,2025-09-11 10:00,1.81
H004,2025-09-11 11:00,1.22
H004,2025-09-11 12:00,0.65
H004,2025-09-11 13:00,2.18
H004,2025-09-11 14:00,2.25
H004,2025-09-11 15:00,0.87
H004,2025-09-11 16:00,0.75
H004,2025-09-11 17:00,
H004,2025-09-11 18:00,2.32
H004,2025-09-11 19:00,1.1
H004,2025-09-11 20:00,1.37
H004,2025-09-11 21:00,1.96
H004,2025-09-11 22:00,1.38
H004,2025-09-11 23:00,1.54
H005,2025-09-11 00:00,2.46
H005,2025-09-11 01:00,2.4
H005,2025-09-11 02:00,
H005,2025-09-11 03:00,1.85
H005,2025-09-11 04:00,2.27
H005,2025-09-11 05:00,0.98
H005,2025-09-11 06:00,2.15
H005,2025-09-11 07:00,1.72
H005,2025-09-11 08:00,2.32
H005,2025-09-11 09:00,1.53
H005,2025-09-11 10:00,1.85
H005,2025-09-11 11:00,0.95
H005,2025-09-11 12:00,2.13
H005,2025-09-11 13:00,1.59
H005,2025-09-11 14:00,
H005,2025-09-11 15:00,2.3
H005,2025-09-11 16:00,0.61
H005,2025-09-11 17:00,2.09
H005,2025-09-11 18:00,0.96
H005,2025-09-11 19:00,1.0
H005,2025-09-11 20:00,1.78
H005,2025-09-11 21:00,1.19
H005,2025-09-11 22:00,1.8
H005,2025-09-11 23:00,0.69
H006,2025-09-11 00:00,1.49
H006,2025-09-11 01:00,
H006,2025-09-11 02:00,2.46
H006,2025-09-11 03:00,0.78
H006,2025-09-11 04:00,1.91
H006,2025-09-11 05:00,2.36
H006,2025-09-11 06:00,1.63
H006,2025-09-11 07:00,1.0
H006,2025-09-11 08:00,0.76
H006,2025-09-11 09:00,1.97
H006,2025-09-11 10:00,0.67
H006,2025-09-11 11:00,0.73
H006,2025-09-11 12:00,1.2
H006,2025-09-11 13:00,1.26
H006,2025-09-11 14:00,1.02
H006,2025-09-11 15:00,1.63
H006,2025-09-11 16:00,1.03
H006,2025-09-11 17:00,
H006,2025-09-11 18:00,1.71
H006,2025-09-11 19:00,2.03
H006,2025-09-11 20:00,1.47
H006,2025-09-11 21:00,2.01
H006,2025-09-11 22:00,1.79
H006,2025-09-11 23:00,0.92
H007,2025-09-11 00:00,1.35
H007,2025-09-11 01:00,2.05
H007,2025-09-11 02:00,1.56
H007,2025-09-11 03:00,1.5
H007,2025-09-11 04:00,1.23
H007,2025-09-11 05:00,1.23
H007,2025-09-11 06:00,0.64
H007,2025-09-11 07:00,
H007,2025-09-11 08:00,0.72
H007,2025-09-11 09:00,2.38
H007,2025-09-11 10:00,0.55
H007,2025-09-11 11:00,0.94
H007,2025-09-11 12:00,2.26
H007,2025-09-11 13:00,1.03
H007,2025-09-11 14:00,1.84
H007,2025-09-11 15:00,1.05
H007,2025-09-11 16:00,0.95
H007,2025-09-11 17:00,0.86
H007,2025-09-11 18:00,1.85
H007,2025-09-11 19:00,0.95
H007,2025-09-11 20:00,1.94
H007,2025-09-11 21:00,1.97
H007,2025-09-11 22:00,1.96
H007,2025-09-11 23:00,1.07
H008,2025-09-11 00:00,2.08
H008,2025-09-11 01:00,2.36
H008,2025-09-11 02:00,1.04
H008,2025-09-11 03:00,1.27
H008,2025-09-11 04:00,1.36
H008,2025-09-11 05:00,1.92
H008,2025-09-11 06:00,1.51
H008,2025-09-11 07:00,1.28
H008,2025-09-11 08:00,2.06
H008,2025-09-11 09:00,2.27
H008,2025-09-11 10:00,1.76
H008,2025-09-11 11:00,0.8
H008,2025-09-11 12:00,0.88
H008,2025-09-11 13:00,1.2
H008,2025-09-11 14:00,0.71
H008,2025-09-11 15:00,1.76
H008,2025-09-11 16:00,2.49
H008,2025-09-11 17:00,
H008,2025-09-11 18:00,1.32
H008,2025-09-11 19:00,0.66
H008,2025-09-11 20:00,2.4
H008,2025-09-11 21:00,1.75
H008,2025-09-11 22:00,1.41
H008,2025-09-11 23:00,0.62
H009,2025-09-11 00:00,2.42
H009,2025-09-11 01:00,2.2
H009,2025-09-11 02:00,1.58
H009,2025-09-11 03:00,2.44
H009,2025-09-11 04:00,0.85
H009,2025-09-11 05:00,2.34
