household_id,timestamp,consumption_kwh
H001,2025-09-10 00:00,1.32
H001,2025-09-10 01:00,1.12
H001,2025-09-10 02:00,1.13
H001,2025-09-10 03:00,2.22
H001,2025-09-10 04:00,2.18
H001,2025-09-10 05:00,1.37
H001,2025-09-10 06:00,1.21
H001,2025-09-10 07:00,1.18
H001,2025-09-10 08:00,
H001,2025-09-10 09:00,1.23
H001,2025-09-10 10:00,2.4
H001,2025-09-10 11:00,2.07
H001,2025-09-10 12:00,0.58
H001,2025-09-10 13:00,1.84
H001,2025-09-10 14:00,1.28
H001,2025-09-10 15:00,0.82
H001,2025-09-10 16:00,1.99
H001,2025-09-10 17:00,2.34
H001,2025-09-10 18:00,1.04
H001,2025-09-10 19:00,2.48
H001,2025-09-10 20:00,2.49
H001,2025-09-10 21:00,2.11
H001,2025-09-10 22:00,1.6
H001,2025-09-10 23:00,0.77
H002,2025-09-10 00:00,0.93
H002,2025-09-10 01:00,1.12
H002,2025-09-10 02:00,0.82
H002,2025-09-10 03:00,2.24
H002,2025-09-10 04:00,1.78
H002,2025-09-10 05:00,1.94
H002,2025-09-10 06:00,1.41
H002,2025-09-10 07:00,1.12
H002,2025-09-10 08:00,1.09
H002,2025-09-10 09:00,2.3
H002,2025-09-10 10:00,2.24
H002,2025-09-10 11:00,0.52
H002,2025-09-10 12:00,1.84
H002,2025-09-10 13:00,1.55
H002,2025-09-10 14:00,2.13
H002,2025-09-10 15:00,0.83
H002,2025-09-10 16:00,1.07
H002,2025-09-10 17:00,1.23
H002,2025-09-10 18:00,2.32
H002,2025-09-10 19:00,2.47
H002,2025-09-10 20:00,1.6
H002,2025-09-10 21:00,1.09
H002,2025-09-10 22:00,1.57
H002,2025-09-10 23:00,0.77
H003,2025-09-10 00:00,1.4
H003,2025-09-10 01:00,1.65
H003,2025-09-10 02:00,1.92
H003,2025-09-10 03:00,1.72
H003,2025-09-10 04:00,2.29
H003,2025-09-10 05:00,0.56
H003,2025-09-10 06:00,0.72
H003,2025-09-10 07:00,1.81
H003,2025-09-10 08:00,1.0
H003,2025-09-10 09:00,2.33
H003,2025-09-10 10:00,0.55
H003,2025-09-10 11:00,0.57
H003,2025-09-10 12:00,1.66
H003,2025-09-10 13:00,0.65
H003,2025-09-10 14:00,0.81
H003,2025-09-10 15:00,2.17
H003,2025-09-10 16:00,1.2
H003,2025-09-10 17:00,1.79
H003,2025-09-10 18:00,1.04
H003,2025-09-10 19:00,1.73
H003,2025-09-10 20:00,2.41
H003,2025-09-10 21:00,1.47
H003,2025-09-10 22:00,1.24
H003,2025-09-10 23:00,0.85
H004,2025-09-10 00:00,1.52
H004,2025-09-10 01:00,1.89
H004,2025-09-10 02:00,1.79
H004,2025-09-10 03:00,2.36
H004,2025-09-10 04:00,1.02
H004,2025-09-10 05:00,2.26
H004,2025-09-10 06:00,1.64
H004,2025-09-10 07:00,1.28
H004,2025-09-10 08:00,1.15
H004,2025-09-10 09:00,0.89
H004,2025-09-10 10:00,2.47
H004,2025-09-10 11:00,1.15
H004,2025-09-10 12:00,
H004,2025-09-10 13:00,
H004,2025-09-10 14:00,0.91
H004,2025-09-10 15:00,2.33
H004,2025-09-10 16:00,1.2
H004,2025-09-10 17:00,1.98
H004,2025-09-10 18:00,2.38
H004,2025-09-10 19:00,
H004,2025-09-10 20:00,2.08
H004,2025-09-10 21:00,1.92
H004,2025-09-10 22:00,2.19
H004,2025-09-10 23:00,1.46
H005,2025-09-10 00:00,1.62
H005,2025-09-10 01:00,2.2
H005,2025-09-10 02:00,0.74
H005,2025-09-10 03:00,0.87
H005,2025-09-10 04:00,0.63
H005,2025-09-10 05:00,1.14
H005,2025-09-10 06:00,2.42
H005,2025-09-10 07:00,1.84
