household_id,timestamp,consumption_kwh
H001,2025-09-11 00:00,1.0
H001,2025-09-11 01:00,2.3
H001,2025-09-11 02:00,0.62
H001,2025-09-11 03:00,1.68
H001,2025-09-11 04:00,1.82
H001,2025-09-11 05:00,1.24
H001,2025-09-11 06:00,0.74
H001,2025-09-11 07:00,1.46
H001,2025-09-11 08:00,
H001,2025-09-11 09:00,0.71
H001,2025-09-11 10:00,0.65
H001,2025-09-11 11:00,1.67
H001,2025-09-11 12:00,2.22
H001,2025-09-11 13:00,
H001,2025-09-11 14:00,1.24
H001,2025-09-11 15:00,2.4
H001,2025-09-11 16:00,
H001,2025-09-11 17:00,2.24
H001,2025-09-11 18:00,2.36
H001,2025-09-11 19:00,1.96
H001,2025-09-11 20:00,1.56
H001,2025-09-11 21:00,0.7
H001,2025-09-11 22:00,1.77
H001,2025-09-11 23:00,0.66
H002,2025-09-11 00:00,0.85
H002,2025-09-11 01:00,1.58
H002,2025-09-11 02:00,2.48
H002,2025-09-11 03:00,
H002,2025-09-11 04:00,0.84
H002,2025-09-11 05:00,0.74
H002,2025-09-11 06:00,2.43
H002,2025-09-11 07:00,0.63
H002,2025-09-11 08:00,2.29
H002,2025-09-11 09:00,1.8
H002,2025-09-11 10:00,1.9
H002,2025-09-11 11:00,1.29
H002,2025-09-11 12:00,0.6
H002,2025-09-11 13:00,1.73
H002,2025-09-11 14:00,2.49
H002,2025-09-11 15:00,0.56
H002,2025-09-11 16:00,1.09
H002,2025-09-11 17:00,1.27
H002,2025-09-11 18:00,1.65
H002,2025-09-11 19:00,1.43
H002,2025-09-11 20:00,0.91
H002,2025-09-11 21:00,1.8
H002,2025-09-11 22:00,1.16
H002,2025-09-11 23:00,2.06
H003,2025-09-11 00:00,1.66
H003,2025-09-11 01:00,0.61
H003,2025-09-11 02:00,1.81
H003,2025-09-11 03:00,2.09
H003,2025-09-11 04:00,0.88
H003,2025-09-11 05:00,0.52
H003,2025-09-11 06:00,2.31
H003,2025-09-11 07:00,1.45
H003,2025-09-11 08:00,1.32
H003,2025-09-11 09:00,1.83
H003,2025-09-11 10:00,0.94
H003,2025-09-11 11:00,0.99
H003,2025-09-11 12:00,1.66
H003,2025-09-11 13:00,0.86
H003,2025-09-11 14:00,2.13
H003,2025-09-11 15:00,2.22
