household_id,timestamp,consumption_kwh
H001,2025-09-11 00:00,2.27
H001,2025-09-11 01:00,1.17
H001,2025-09-11 02:00,1.41
H001,2025-09-11 03:00,1.25
H001,2025-09-11 04:00,2.36
H001,2025-09-11 05:00,1.48
H001,2025-09-11 06:00,0.67
H001,2025-09-11 07:00,0.57
H001,2025-09-11 08:00,1.11
H001,2025-09-11 09:00,
H001,2025-09-11 10:00,2.39
H001,2025-09-11 11:00,
H001,2025-09-11 12:00,1.0
H001,2025-09-11 13:00,0.62
H001,2025-09-11 14:00,1.49
H001,2025-09-11 15:00,1.34
H001,2025-09-11 16:00,1.58
H001,2025-09-11 17:00,0.59
H001,2025-09-11 18:00,1.98
H001,2025-09-11 19:00,0.56
H001,2025-09-11 20:00,2.04
H001,2025-09-11 21:00,
H001,2025-09-11 22:00,0.79
H001,2025-09-11 23:00,1.21
H002,2025-09-11 00:00,1.48
H002,2025-09-11 01:00,1.48
H002,2025-09-11 02:00,2.48
H002,2025-09-11 03:00,1.15
H002,2025-09-11 04:00,0.56
H002,2025-09-11 05:00,1.51
H002,2025-09-11 06:00,1.81
H002,2025-09-11 07:00,
H002,2025-09-11 08:00,
H002,2025-09-11 09:00,0.95
H002,2025-09-11 10:00,0.93
H002,2025-09-11 11:00,1.82
H002,2025-09-11 12:00,
H002,2025-09-11 13:00,1.39
H002,2025-09-11 14:00,1.87
H002,2025-09-11 15:00,2.43
H002,2025-09-11 16:00,1.35
H002,2025-09-11 17:00,2.29
H002,2025-09-11 18:00,1.54
H002,2025-09-11 19:00,1.86
H002,2025-09-11 20:00,1.19
H002,2025-09-11 21:00,1.58
H002,2025-09-11 22:00,
H002,2025-09-11 23:00,0.95
H003,2025-09-11 00:00,0.53
H003,2025-09-11 01:00,
H003,2025-09-11 02:00,0.7
H003,2025-09-11 03:00,0.88
H003,2025-09-11 04:00,0.58
H003,2025-09-11 05:00,0.69
H003,2025-09-11 06:00,1.75
H003,2025-09-11 07:00,2.14
H003,2025-09-11 08:00,1.96
H003,2025-09-11 09:00,0.54
H003,2025-09-11 10:00,0.88
H003,2025-09-11 11:00,
H003,2025-09-11 12:00,2.09
H003,2025-09-11 13:00,2.02
H003,2025-09-11 14:00,1.11
H003,2025-09-11 15:00,1.59
H003,2025-09-11 16:00,1.7
H003,2025-09-11 17:00,1.23
H003,2025-09-11 18:00,0.66
H003,2025-09-11 19:00,0.83
H003,2025-09-11 20:00,1.34
H003,2025-09-11 21:00,1.71
H003,2025-09-11 22:00,1.38
H003,2025-09-11 23:00,0.95
H004,2025-09-11 00:00,0.58
H004,2025-09-11 01:00,2.48
H004,2025-09-11 02:00,0.81
H004,2025-09-11 03:00,1.88
H004,2025-09-11 04:00,1.47
H004,2025-09-11 05:00,1.73
H004,2025-09-11 06:00,2.28
H004,2025-09-11 07:00,2.31
H004,2025-09-11 08:00,0.61
H004,2025-09-11 09:00,0.68
H004,2025-09-11 10:00,1.1
H004,2025-09-11 11:00,2.33
H004,2025-09-11 12:00,1.72
H004,2025-09-11 13:00,0.67
H004,2025-09-11 14:00,1.96
H004,2025-09-11 15:00,1.68
H004,2025-09-11 16:00,2.43
H004,2025-09-11 17:00,2.24
H004,2025-09-11 18:00,0.77
H004,2025-09-11 19:00,0.62
H004,2025-09-11 20:00,1.64
H004,2025-09-11 21:00,0.94
H004,2025-09-11 22:00,2.09
H004,2025-09-11 23:00,1.07
H005,2025-09-11 00:00,2.27
H005,2025-09-11 01:00,
H005,2025-09-11 02:00,1.62
H005,2025-09-11 03:00,1.2
H005,2025-09-11 04:00,0.83
H005,2025-09-11 05:00,2.49
H005,2025-09-11 06:00,0.64
H005,2025-09-11 07:00,1.72
H005,2025-09-11 08:00,1.83
H005,2025-09-11 09:00,2.17
H005,2025-09-11 10:00,2.23
H005,2025-09-11 11:00,1.01
H005,2025-09-11 12:00,1.64
H005,2025-09-11 13:00,1.46
H005,2025-09-11 14:00,0.76
H005,2025-09-11 15:00,1.29
H005,2025-09-11 16:00,1.1
H005,2025-09-11 17:00,1.2
H005,2025-09-11 18:00,2.27
H005,2025-09-11 19:00,0.76
H005,2025-09-11 20:00,1.01
H005,2025-09-11 21:00,0.82
H005,2025-09-11 22:00,1.7
H005,2025-09-11 23:00,0.6
H006,2025-09-11 00:00,1.18
H006,2025-09-11 01:00,0.52
H006,2025-09-11 02:00,1.55
H006,2025-09-11 03:00,1.64
H006,2025-09-11 04:00,2.33
H006,2025-09-11 05:00,0.79
H006,2025-09-11 06:00,1.86
H006,2025-09-11 07:00,0.61
H006,2025-09-11 08:00,2.32
H006,2025-09-11 09:00,0.82
H006,2025-09-11 10:00,1.8
H006,2025-09-11 11:00,
H006,2025-09-11 12:00,1.07
H006,2025-09-11 13:00,1.53
H006,2025-09-11 14:00,1.47
H006,2025-09-11 15:00,1.95
H006,2025-09-11 16:00,0.96
H006,2025-09-11 17:00,1.68
H006,2025-09-11 18:00,1.59
H006,2025-09-11 19:00,0.91
H006,2025-09-11 20:00,0.5
H006,2025-09-11 21:00,1.63
H006,2025-09-11 22:00,2.32
H006,2025-09-11 23:00,1.44
H007,2025-09-11 00:00,0.62
H007,2025-09-11 01:00,2.37
H007,2025-09-11 02:00,1.93
H007,2025-09-11 03:00,1.47
H007,2025-09-11 04:00,
H007,2025-09-11 05:00,1.74
H007,2025-09-11 06:00,0.83
H007,2025-09-11 07:00,0.77
H007,2025-09-11 08:00,2.44
H007,2025-09-11 09:00,1.31
H007,2025-09-11 10:00,1.45
H007,2025-09-11 11:00,1.33
H007,2025-09-11 12:00,1.51
H007,2025-09-11 13:00,2.07
H007,2025-09-11 14:00,1.33
H007,2025-09-11 15:00,1.67
H007,2025-09-11 16:00,1.71
H007,2025-09-11 17:00,1.06
H007,2025-09-11 18:00,0.52
H007,2025-09-11 19:00,0.88
H007,2025-09-11 20:00,1.88
H007,2025-09-11 21:00,2.42
H007,2025-09-11 22:00,1.48
H007,2025-09-11 23:00,1.8
H008,2025-09-11 00:00,1.08
H008,2025-09-11 01:00,0.51
H008,2025-09-11 02:00,1.95
H008,2025-09-11 03:00,1.15
H008,2025-09-11 04:00,1.12
H008,2025-09-11 05:00,2.14
H008,2025-09-11 06:00,1.08
H008,2025-09-11 07:00,2.35
H008,2025-09-11 08:00,0.78
H008,2025-09-11 09:00,2.1
H008,2025-09-11 10:00,1.48
H008,2025-09-11 11:00,1.86
H008,2025-09-11 12:00,0.8
H008,2025-09-11 13:00,2.35
H008,2025-09-11 14:00,1.52
H008,2025-09-11 15:00,1.58
H008,2025-09-11 16:00,2.01
H008,2025-09-11 17:00,1.06
H008,2025-09-11 18:00,2.41
H008,2025-09-11 19:00,2.03
H008,2025-09-11 20:00,0.62
H008,2025-09-11 21:00,1.92
H008,2025-09-11 22:00,2.24
H008,2025-09-11 23:00,1.51
H009,2025-09-11 00:00,1.23
H009,2025-09-11 01:00,2.43
H009,2025-09-11 02:00,0.53
H009,2025-09-11 03:00,2.49
H009,2025-09-11 04:00,1.82
H009,2025-09-11 05:00,1.94
H009,2025-09-11 06:00,0.85
