household_id,timestamp,consumption_kwh
H001,2025-09-10 00:00,1.76
H001,2025-09-10 01:00,1.39
H001,2025-09-10 02:00,1.44
H001,2025-09-10 03:00,0.75
H001,2025-09-10 04:00,1.24
H001,2025-09-10 05:00,1.54
H001,2025-09-10 06:00,2.16
H001,2025-09-10 07:00,0.69
H001,2025-09-10 08:00,1.59
H001,2025-09-10 09:00,2.04
H001,2025-09-10 10:00,1.12
H001,2025-09-10 11:00,0.95
H001,2025-09-10 12:00,1.07
H001,2025-09-10 13:00,
H001,2025-09-10 14:00,0.77
H001,2025-09-10 15:00,1.29
H001,2025-09-10 16:00,2.48
H001,2025-09-10 17:00,1.06
H001,2025-09-10 18:00,
H001,2025-09-10 19:00,1.74
H001,2025-09-10 20:00,1.62
H001,2025-09-10 21:00,2.1
H001,2025-09-10 22:00,1.49
H001,2025-09-10 23:00,2.19
H002,2025-09-10 00:00,2.39
H002,2025-09-10 01:00,2.2
H002,2025-09-10 02:00,2.07
H002,2025-09-10 03:00,0.69
H002,2025-09-10 04:00,2.4
H002,2025-09-10 05:00,1.35
H002,2025-09-10 06:00,
H002,2025-09-10 07:00,2.38
H002,2025-09-10 08:00,1.2
H002,2025-09-10 09:00,2.34
H002,2025-09-10 10:00,1.74
H002,2025-09-10 11:00,1.31
H002,2025-09-10 12:00,1.89
H002,2025-09-10 13:00,1.0
H002,2025-09-10 14:00,1.02
H002,2025-09-10 15:00,1.94
H002,2025-09-10 16:00,0.54
H002,2025-09-10 17:00,1.86
H002,2025-09-10 18:00,1.21
H002,2025-09-10 19:00,0.86
H002,2025-09-10 20:00,0.9
H002,2025-09-10 21:00,0.69
H002,2025-09-10 22:00,0.77
H002,2025-09-10 23:00,0.94
H003,2025-09-10 00:00,1.55
H003,2025-09-10 01:00,2.3
H003,2025-09-10 02:00,1.05
H003,2025-09-10 03:00,
H003,2025-09-10 04:00,1.93
H003,2025-09-10 05:00,1.25
H003,2025-09-10 06:00,1.07
H003,2025-09-10 07:00,1.62
H003,2025-09-10 08:00,0.82
H003,2025-09-10 09:00,0.62
H003,2025-09-10 10:00,0.72
H003,2025-09-10 11:00,0.91
H003,2025-09-10 12:00,2.5
H003,2025-09-10 13:00,
H003,2025-09-10 14:00,2.17
H003,2025-09-10 15:00,1.66
H003,2025-09-10 16:00,0.85
H003,2025-09-10 17:00,
H003,2025-09-10 18:00,0.88
H003,2025-09-10 19:00,0.56
H003,2025-09-10 20:00,1.08
H003,2025-09-10 21:00,1.34
H003,2025-09-10 22:00,0.99
H003,2025-09-10 23:00,2.08
H004,2025-09-10 00:00,1.51
H004,2025-09-10 01:00,1.23
H004,2025-09-10 02:00,2.48
H004,2025-09-10 03:00,0.84
H004,2025-09-10 04:00,1.1
H004,2025-09-10 05:00,1.77
H004,2025-09-10 06:00,1.56
H004,2025-09-10 07:00,1.78
H004,2025-09-10 08:00,1.28
H004,2025-09-10 09:00,1.38
H004,2025-09-10 10:00,1.0
H004,2025-09-10 11:00,1.78
H004,2025-09-10 12:00,1.91
H004,2025-09-10 13:00,2.35
H004,2025-09-10 14:00,1.74
H004,2025-09-10 15:00,1.36
H004,2025-09-10 16:00,1.29
H004,2025-09-10 17:00,1.56
H004,2025-09-10 18:00,0.75
H004,2025-09-10 19:00,2.2
H004,2025-09-10 20:00,2.24
H004,2025-09-10 21:00,1.77
H004,2025-09-10 22:00,1.26
H004,2025-09-10 23:00,0.89
