household_id,timestamp,consumption_kwh
H001,2025-09-10 00:00,1.35
H001,2025-09-10 01:00,2.39
H001,2025-09-10 02:00,1.1
H001,2025-09-10 03:00,2.35
H001,2025-09-10 04:00,1.47
H001,2025-09-10 05:00,1.89
H001,2025-09-10 06:00,
H001,2025-09-10 07:00,0.5
H001,2025-09-10 08:00,1.9
H001,2025-09-10 09:00,2.37
H001,2025-09-10 10:00,0.52
H001,2025-09-10 11:00,1.58
H001,2025-09-10 12:00,1.77
H001,2025-09-10 13:00,1.15
H001,2025-09-10 14:00,1.69
H001,2025-09-10 15:00,1.07
H001,2025-09-10 16:00,0.61
H001,2025-09-10 17:00,1.53
H001,2025-09-10 18:00,2.47
H001,2025-09-10 19:00,0.55
H001,2025-09-10 20:00,1.22
H001,2025-09-10 21:00,2.48
H001,2025-09-10 22:00,1.37
H001,2025-09-10 23:00,2.1
H002,2025-09-10 00:00,1.48
H002,2025-09-10 01:00,2.1
H002,2025-09-10 02:00,2.27
H002,2025-09-10 03:00,1.84
H002,2025-09-10 04:00,1.2
H002,2025-09-10 05:00,0.8
H002,2025-09-10 06:00,1.67
H002,2025-09-10 07:00,0.77
H002,2025-09-10 08:00,1.38
H002,2025-09-10 09:00,2.21
H002,2025-09-10 10:00,2.07
H002,2025-09-10 11:00,1.94
H002,2025-09-10 12:00,
H002,2025-09-10 13:00,2.5
H002,2025-09-10 14:00,2.47
H002,2025-09-10 15:00,1.61
H002,2025-09-10 16:00,0.77
H002,2025-09-10 17:00,0.55
H002,2025-09-10 18:00,1.19
H002,2025-09-10 19:00,2.33
H002,2025-09-10 20:00,0.94
H002,2025-09-10 21:00,1.26
H002,2025-09-10 22:00,0.91
H002,2025-09-10 23:00,1.79
H003,2025-09-10 00:00,0.6
H003,2025-09-10 01:00,2.14
H003,2025-09-10 02:00,2.19
H003,2025-09-10 03:00,1.25
H003,2025-09-10 04:00,1.7
H003,2025-09-10 05:00,1.9
H003,2025-09-10 06:00,1.68
H003,2025-09-10 07:00,0.58
H003,2025-09-10 08:00,0.54
H003,2025-09-10 09:00,1.01
H003,2025-09-10 10:00,0.53
H003,2025-09-10 11:00,2.33
H003,2025-09-10 12:00,1.32
H003,2025-09-10 13:00,2.37
H003,2025-09-10 14:00,
H003,2025-09-10 15:00,1.08
H003,2025-09-10 16:00,1.04
H003,2025-09-10 17:00,1.68
H003,2025-09-10 18:00,1.29
H003,2025-09-10 19:00,1.11
H003,2025-09-10 20:00,0.68
H003,2025-09-10 21:00,1.22
H003,2025-09-10 22:00,0.53
H003,2025-09-10 23:00,1.48
H004,2025-09-10 00:00,1.7
H004,2025-09-10 01:00,1.98
H004,2025-09-10 02:00,2.26
H004,2025-09-10 03:00,0.58
H004,2025-09-10 04:00,1.36
H004,2025-09-10 05:00,1.05
H004,2025-09-10 06:00,2.43
H004,2025-09-10 07:00,1.1
H004,2025-09-10 08:00,1.31
H004,2025-09-10 09:00,1.14
H004,2025-09-10 10:00,1.64
H004,2025-09-10 11:00,1.63
H004,2025-09-10 12:00,2.16
H004,2025-09-10 13:00,1.18
H004,2025-09-10 14:00,0.62
H004,2025-09-10 15:00,2.3
H004,2025-09-10 16:00,1.11
H004,2025-09-10 17:00,2.35
H004,2025-09-10 18:00,0.72
H004,2025-09-10 19:00,0.94
H004,2025-09-10 20:00,1.19
H004,2025-09-10 21:00,2.36
H004,2025-09-10 22:00,0.55
H004,2025-09-10 23:00,1.28
H005,2025-09-10 00:00,2.03
